Date,Ticker,Sector,Open,High,Low,Close,Volume,Daily_Return,Price_Change,Price_Change_Pct,SMA_20,SMA_50,SMA_200,EMA_20,EMA_26,MACD,MACD_Signal,MACD_Hist,ADX,RSI,Stoch_K,Stoch_D,Williams_R,BB_Upper,BB_Middle,BB_Lower,BB_Width,ATR,OBV,Volume_SMA_20,Signal_Score,Signal,RSI_Signal
2025-08-21,ADANIENT.NS,Conglomerate,2386.0331727421258,2395.9286502808714,2370.339994701148,2376.137451171875,441867,-0.0041,-9.9,-0.41,2378.076708984375,,,2380.3983435022656,,,,,0.0,45.72617131075677,75.8299963713552,65.35767835567869,-24.170003628644803,2607.3403363040447,2378.076708984375,2148.813081664705,19.281432466287722,61.762731838168555,-2936196,932902.65,0,Neutral,Neutral
2025-08-22,ADANIENT.NS,Conglomerate,2368.840728090787,2375.238014171495,2319.962680474945,2323.86083984375,584211,-0.022,-44.98,-1.9,2363.9080444335937,,,2375.0138193443117,,,,,0.0,39.85605236800445,66.3764039527938,68.26362677982631,-33.623596047206206,2568.4662363605303,2363.9080444335937,2159.349852506657,17.30678081227563,61.36359175665151,-3520407,949424.1,0,Neutral,Neutral
2025-08-25,ADANIENT.NS,Conglomerate,2334.655994090531,2347.350268932297,2298.9719992562027,2301.87060546875,542455,-0.0095,-32.79,-1.4,2351.5535522460937,,,2368.0477989752103,,,,,0.0,37.665598799514186,57.25530934417876,66.48723655610925,-42.74469065582124,2539.0485394827742,2351.5535522460937,2164.058565009413,15.94647819587984,60.436068750897405,-4062862,955316.25,0,Neutral,Neutral
2025-08-26,ADANIENT.NS,Conglomerate,2302.9703180017605,2308.267998181939,2248.3946217073417,2270.984619140625,1071550,-0.0134,-31.99,-1.39,2339.044140625,,,2358.8036866100115,,,,,0.0,34.77478250841786,44.444440729722785,56.025384675565114,-55.555559270277215,2512.4585517294186,2339.044140625,2165.629729520582,14.82780150169218,60.39587644544741,-5134412,987473.3,0,Neutral,Neutral
2025-08-28,ADANIENT.NS,Conglomerate,2270.8845315177978,2326.8595036694337,2253.992182177498,2274.18310546875,907868,0.0014,3.3,0.15,2325.415234375,,,2350.744583644177,2373.331188798136,-52.62175633767356,,,0.0,35.328333176146714,45.7711067354456,49.15695226978238,-54.2288932645544,2472.1860847850317,2325.415234375,2178.6443839649687,12.62319505268735,61.28669394876801,-4226544,1011627.65,0,Neutral,Neutral
2025-08-29,ADANIENT.NS,Conglomerate,2281.979709582827,2288.6766664945285,2238.9989266165276,2243.69677734375,795699,-0.0134,-38.28,-1.68,2311.011682128906,,,2340.5495544727078,2363.7286398015144,-54.86730812823862,,,0.0,32.49736315109644,33.12600808140243,41.11385184885694,-66.87399191859757,2427.335095072913,2311.011682128906,2194.688269184899,10.066882296055708,60.45748294371322,-5022243,1038309.45,0,Neutral,Neutral
2025-09-01,ADANIENT.NS,Conglomerate,2257.9905092761574,2286.977549899889,2251.0936903265692,2283.17919921875,425639,0.0176,25.19,1.12,2303.6899658203124,,,2335.085711115188,2357.7620145731617,-52.8517802005822,,,58.24215257356362,39.283213108838765,45.381203226524676,41.42610601445757,-54.618796773475324,2406.929281277658,2303.6899658203124,2200.450650362967,8.962952219187487,59.23057505888647,-4596604,986710.6,0,Neutral,Neutral
2025-09-02,ADANIENT.NS,Conglomerate,2289.9761345072952,2300.971218522826,2262.98820101463,2273.18359375,481894,-0.0044,-16.79,-0.73,2299.8566772460936,,,2329.1902713661225,2351.4969463640386,-51.467733625702294,,,57.36174292591204,38.23527005965729,20.60239046929314,33.03653392574009,-79.39760953070686,2401.638647984793,2299.8566772460936,2198.0747065073942,8.85115770436405,57.7128923766943,-5078498,961988.25,0,Neutral,Neutral
2025-09-03,ADANIENT.NS,Conglomerate,2283.9787044983127,2291.9751288466655,2262.0885904572983,2287.677001953125,443629,0.0064,3.7,0.16,2296.1133422851562,,,2325.236626660123,2346.769543074341,-48.640670456806674,,,56.55441903100925,40.70524779463747,29.337267245064346,31.77362031362739,-70.66273275493566,2393.823401364293,2296.1133422851562,2198.4032832060193,8.510909046144313,55.72529566331379,-4634869,955348.4,0,Neutral,Neutral
2025-09-04,ADANIENT.NS,Conglomerate,2308.867694435034,2316.2645340706063,2273.983387552878,2277.78173828125,392697,-0.0043,-31.09,-1.35,2293.6444580078123,,,2320.717113481183,2341.65933531189,-46.66079105378412,,,55.06095336573639,39.54257120744388,23.373596890498813,24.4377515349521,-76.62640310950118,2390.5841907915656,2293.6444580078123,2196.704725224059,8.452899702506818,54.76499929577197,-5027566,946146.15,0,Neutral,Neutral
2025-09-05,ADANIENT.NS,Conglomerate,2273.9833287923934,2292.4750613561996,2246.9953947803515,2280.38037109375,443010,0.0011,6.4,0.28,2292.6998779296873,,,2316.875518968094,2337.120152777213,-44.37055823670062,,,54.035484407557306,40.02704047795639,24.939739034882017,25.883534390148395,-75.06026096511799,2389.7699365584867,2292.6998779296873,2195.629819300888,8.467751018197276,54.101761244348836,-4584556,936717.55,0,Neutral,Neutral
2025-09-08,ADANIENT.NS,Conglomerate,2288.9766250845446,2332.8569090619844,2284.978412638982,2309.8671875,542811,0.0129,20.89,0.91,2295.7535034179687,,,2316.2080588282756,2335.101414608531,-39.71834422809707,,,51.953386831893745,45.375982068440194,42.71083222487771,30.34138938341951,-57.28916777512229,2390.9307472866913,2295.7535034179687,2200.576259549246,8.291590863480822,53.98567386748352,-4041745,887387.6,0,Neutral,Neutral
2025-09-09,ADANIENT.NS,Conglomerate,2318.9630424170555,2323.9608075946785,2295.97332259999,2310.56689453125,369431,0.0003,-8.4,-0.36,2302.4255126953126,,,2315.670805085702,2333.2840427509545,-35.56499942424125,-45.18378737132509,9.618787947083838,50.02001051163472,45.5001988658694,43.132531152517906,36.927700804092545,-56.867468847482094,2380.592442780838,2302.4255126953126,2224.258582609787,6.789963858072453,52.1286603765696,-3672314,778222.35,1,Weak Buy,Neutral
2025-09-10,ADANIENT.NS,Conglomerate,2328.9586601956153,2344.851456444431,2324.0609477502976,2339.154052734375,390490,0.0124,10.2,0.44,2305.2642456054687,,,2317.9073048617656,2333.7188583052816,-29.625198146620278,-42.07206952638413,12.446871379763849,47.66106272511844,50.45717557543644,63.82164180194999,49.888335059781866,-36.17835819805001,2384.43029325751,2305.2642456054687,2226.098197953427,6.868283998500903,50.85408191489897,-3281824,678932.55,1,Weak Buy,Neutral
2025-09-11,ADANIENT.NS,Conglomerate,2346.95068100964,2417.61903643987,2339.1541180159957,2397.72802734375,2111888,0.025,50.78,2.16,2310.791784667969,,,2325.5092784314784,2338.460278234057,-19.96133081615153,-37.64992178433761,17.688590968186077,44.64406712488295,58.73827079257766,88.86407072765078,65.27274789403955,-11.135929272349212,2399.050102264085,2310.791784667969,2222.5334670718526,7.638794475703737,52.82628918565582,-1169936,730750.65,1,Weak Buy,Neutral
2025-09-12,ADANIENT.NS,Conglomerate,2415.819681666717,2420.5177762516864,2386.0331958449106,2390.930908203125,533971,-0.0028,-24.89,-1.03,2316.38427734375,,,2331.7399098383016,2342.346991565099,-12.704665564851894,-32.66087054044047,19.956204975588577,41.89765013222327,57.536408698530835,83.70038808199307,78.79536687053127,-16.299611918006928,2409.91378323681,2316.38427734375,2222.85477145069,8.075474074648142,51.516167130021536,-1703907,715765.25,1,Weak Buy,Neutral
2025-09-15,ADANIENT.NS,Conglomerate,2390.930970910245,2401.726192996577,2377.0372806902196,2382.334716796875,298129,-0.0036,-8.6,-0.36,2321.4719970703127,,,2336.5584628819756,2345.3090452859715,-7.56019762470487,-27.64073595729335,20.080538332588482,39.14619720483726,55.97647931488591,78.964686294808,83.84304836815062,-21.035313705192,2417.6891283801815,2321.4719970703127,2225.254865760444,8.289320864631959,49.59993464261696,-2002036,680766.25,1,Weak Buy,Neutral
2025-09-16,ADANIENT.NS,Conglomerate,2408.922997307066,2414.7204541566816,2386.9328288669185,2398.32763671875,752979,0.0067,-10.6,-0.44,2324.7605224609374,,,2342.4412413426207,2349.236348355066,-2.167686992648214,-22.546126164364328,20.378439171716114,36.86477518678121,58.24467453171524,87.77529739884471,83.48012392521525,-12.224702601155292,2426.5999087518585,2324.7605224609374,2222.9211361700163,8.761279736728863,48.370349122416215,-1249057,668983.75,1,Weak Buy,Neutral
2025-09-17,ADANIENT.NS,Conglomerate,2415.9198099687433,2415.9198099687433,2389.931429720838,2400.926513671875,514354,0.0011,-14.99,-0.62,2325.440222167969,,,2348.0112672787404,2353.0652494896444,2.2892353049978738,-17.579053870491887,19.86828917548976,34.77231756762692,58.61779742785559,89.2070368343626,85.31567350933842,-10.792963165637397,2429.1060955945695,2325.440222167969,2221.774348741368,8.91580634396654,46.77163705995115,-734703,641229.85,1,Weak Buy,Neutral
2025-09-18,ADANIENT.NS,Conglomerate,2413.4209272525986,2436.9104247843593,2387.3324940834414,2400.926513671875,703730,0.0,-12.49,-0.52,2326.1848876953127,,,2353.050814554277,2356.6105283179577,5.755037842413003,-12.912235527910909,18.66727337032391,33.28393079264352,58.61779742785559,81.05262594976031,86.01165339432254,-18.947374050239688,2431.7771666699623,2326.1848876953127,2220.592608720663,9.078580084772717,46.972086605734496,-30973,637415.1,1,Weak Buy,Neutral
2025-09-19,ADANIENT.NS,Conglomerate,2493.8850298849793,2577.8474918129705,2464.9980423818865,2522.8720703125,7965135,0.0508,28.99,1.16,2333.521618652344,,,2369.2242674836316,2368.9261980953315,18.13267639613605,-6.703253143101517,24.835929539237565,33.94527443691796,72.15726423135686,83.38368654950662,84.54778311120982,-16.61631345049338,2468.327170229859,2333.521618652344,2198.716067074829,11.55382924246212,56.25415028683171,7934162,1013578.5,-2,Sell,Overbought
2025-09-22,ADANIENT.NS,Conglomerate,2533.867180536491,2657.8117684601693,2520.9730427925247,2628.324951171875,7022985,0.0418,94.46,3.73,2348.74482421875,,,2393.900523072988,2388.140920545446,36.035811896853374,1.8445598648894617,34.19125203196391,35.252211342000166,78.65958020074547,92.82238509040641,85.75289919655778,-7.177614909593593,2534.7789276211543,2348.74482421875,2162.710720816346,15.841150684752103,62.010191385461205,14957147,1335517.2,-2,Sell,Overbought
2025-09-23,ADANIENT.NS,Conglomerate,2641.419157384738,2693.795642959921,2591.841225304295,2675.203857421875,5610022,0.0178,33.78,1.28,2367.411486816406,,,2420.691316820501,2409.404841795552,53.39144833591308,12.153937559094187,41.237510776818894,36.72376678146202,80.80560304559577,95.83890438427551,90.68165867472952,-4.161095615724491,2599.9852859724942,2367.411486816406,2134.837687660318,19.64794041519529,64.86335040475869,20567169,1588895.55,-2,Sell,Overbought
2025-09-24,ADANIENT.NS,Conglomerate,2653.813369229093,2674.803983448984,2613.231417458034,2618.629150390625,1720785,-0.0211,-35.18,-1.33,2384.7937133789064,,,2439.5425390652745,2424.9029387285204,61.8676375966611,22.09667756660757,39.77096003005353,38.09021111810517,71.46539200317616,83.17671199253974,90.61266715574055,-16.823288007460256,2637.0722094684493,2384.7937133789064,2132.5152172893636,21.157259403548228,64.65685680183601,18846384,1621357.3,-1,Weak Sell,Overbought
2025-09-25,ADANIENT.NS,Conglomerate,2623.826913917968,2646.716582525825,2565.8528335342567,2575.24853515625,1489682,-0.0166,-48.58,-1.85,2399.8469848632812,,,2452.4669196453674,2436.0396495750188,64.34292041648132,30.545926136582324,33.796994279898996,38.20658413098072,65.23842246739889,71.00241892676428,83.33934510119316,-28.997581073235725,2659.7425449847833,2399.8469848632812,2139.951424741779,21.65934426326004,65.81449195824545,17356702,1650448.0,1,Weak Buy,Neutral
2025-09-26,ADANIENT.NS,Conglomerate,2571.65032593956,2603.8358877223764,2533.867169050374,2542.563232421875,1037808,-0.0127,-29.09,-1.13,2414.7903076171874,,,2461.047520862178,2443.9302853414524,62.941617331643556,37.025064375594575,25.91655295604898,37.61607462840679,60.930599011314925,61.98493578710765,72.05468890213722,-38.01506421289235,2671.4018790494247,2414.7903076171874,2158.17873618495,21.253321302705633,66.11122243779953,16318894,1662553.45,1,Weak Buy,Neutral
2025-09-29,ADANIENT.NS,Conglomerate,2542.563084003863,2553.85808245075,2503.880429173827,2508.37841796875,1012402,-0.0134,-34.18,-1.34,2426.0502685546876,,,2465.555225348518,2448.704221091623,58.3994531654198,41.299942133559625,17.099511031860175,36.45511635905813,56.71266392215484,49.851277850446884,60.946210854772936,-50.14872214955312,2678.2997518459883,2426.0502685546876,2173.800785263387,20.79507474027549,64.95882464059405,15306492,1691891.6,1,Weak Buy,Neutral
2025-09-30,ADANIENT.NS,Conglomerate,2520.8729319069857,2533.8671222776406,2489.487062008936,2504.780029296875,712592,-0.0014,-16.09,-0.64,2437.630090332031,,,2469.290920962647,2452.8579846623825,53.88820575463478,43.817594857774665,10.070610896860117,35.09106918216201,56.27108406618798,46.702345786232286,52.846186474595605,-53.29765421376772,2681.8829587354217,2437.630090332031,2193.3772219286407,20.040191444315543,63.48891289974481,14593900,1703426.5,1,Weak Buy,Neutral
2025-10-01,ADANIENT.NS,Conglomerate,2517.274416024738,2602.236429072377,2470.9953029663557,2591.541259765625,1573485,0.0346,74.27,2.95,2452.8233032226562,2401.5322216796876,,2480.9338103724544,2463.1308198552156,56.660765846202594,46.386229055460255,10.274536790742339,34.67687273893349,63.62522342686086,67.71848974669453,54.75737112779123,-32.28151025330548,2695.6744360673138,2452.8233032226562,2209.9721703779987,19.80176334150007,68.32835670019315,16167385,1759919.3,2,Buy,Neutral
2025-10-03,ADANIENT.NS,Conglomerate,2593.8402499757262,2611.7321525459975,2563.2538280281465,2588.742431640625,917651,-0.0011,-5.1,-0.2,2468.371337890625,2401.57419921875,,2491.2012981122803,2472.4353836911714,57.96402446243246,48.701788136854695,9.262236325577767,34.39904233742586,63.25565258849887,66.83490514139942,60.418580224775404,-33.16509485860059,2704.118234367208,2468.371337890625,2232.624441414042,19.101412567692773,66.91049725859729,15249734,1786167.0,2,Buy,Neutral
2025-10-06,ADANIENT.NS,Conglomerate,2587.942979189176,2598.638148347753,2561.4548225471854,2572.349853515625,654955,-0.0063,-15.59,-0.6,2482.9698120117187,2400.7545654296873,,2498.929731960218,2479.83645553002,57.01686729466428,50.364803968416616,6.652063326247664,34.10093235309425,61.020039839231195,60.423425756797975,64.9922735482973,-39.576574243202025,2706.1699980209482,2482.9698120117187,2259.769626002489,17.978485677068406,64.78712786873804,14594779,1796764.25,2,Buy,Neutral
2025-10-07,ADANIENT.NS,Conglomerate,2579.5465132159534,2616.1302525420506,2531.9679343462694,2541.063720703125,1120230,-0.0122,-38.48,-1.49,2494.529638671875,2399.4311572265624,,2502.9424927928753,2484.371808505806,53.1292678386385,50.917696742461,2.211571096177501,33.16859726904664,56.88762115626234,50.16303825868639,59.14045638562792,-49.83696174131361,2704.210065483114,2494.529638671875,2284.8492118606364,16.81121952296191,66.1710700349554,13474549,1825635.2,2,Buy,Neutral
2025-10-08,ADANIENT.NS,Conglomerate,2560.8548864007653,2563.8535455183305,2498.8825979710823,2522.971923828125,1063357,-0.0071,-37.88,-1.48,2505.1498901367186,2398.91138671875,,2504.8500576533756,2487.2310763074593,48.03474580370539,50.34110655470988,-2.3063607510044903,31.624361742992875,54.58552315207841,44.259621504885466,51.61536184012328,-55.74037849511454,2697.2645873716497,2505.1498901367186,2313.0351929017875,15.337581035875377,66.08534700011919,12411192,1860331.5,0,Neutral,Neutral
2025-10-09,ADANIENT.NS,Conglomerate,2533.867076640608,2557.856350738981,2521.0727483151727,2541.263671875,651703,0.0073,7.4,0.29,2515.25537109375,2399.313203125,,2508.3180209125776,2491.233490793944,44.95507743473354,49.26390073071462,-4.308823295981078,30.190428754514375,56.5021265396471,33.333229588263094,42.58529645061165,-66.6667704117369,2692.030627709274,2515.25537109375,2338.480114478226,14.056247222217758,63.9923652446684,13062895,1873392.15,0,Neutral,Neutral
2025-10-10,ADANIENT.NS,Conglomerate,2550.859371587424,2563.853561176232,2537.6653201958593,2549.759765625,690142,0.0033,-1.1,-0.04,2522.8569580078124,2399.373173828125,,2512.2648537423324,2495.568770411059,42.707674340129415,47.95265545259758,-5.244981112468167,28.961453348089893,57.401380236983755,35.35203880789367,37.64829663368074,-64.64796119210634,2691.65841001473,2522.8569580078124,2354.0555060008946,13.38176954274988,61.29207065436155,13753037,1802304.85,0,Neutral,Neutral
2025-10-13,ADANIENT.NS,Conglomerate,2527.969699070452,2540.9638886315415,2502.880820074515,2526.270263671875,645483,-0.0092,-1.7,-0.07,2529.62392578125,2399.26322265625,,2513.5987023070506,2497.842955097046,38.586384872709914,46.07940133662005,-7.493016463910138,27.0774598464339,54.072993263816976,24.809190464931817,31.164819620362852,-75.1908095350682,2687.2062737646274,2529.62392578125,2372.0415777978724,12.4589545803501,60.26256171837036,13107554,1807880.45,0,Neutral,Neutral
2025-10-14,ADANIENT.NS,Conglomerate,2537.765113948781,2537.765113948781,2484.089164542924,2515.875,673048,-0.0041,-21.89,-0.86,2536.3009399414063,2400.9884521484373,,2513.8154925635217,2499.178662126895,34.088471693668,43.681215408029644,-9.592743714361646,25.331107455572287,52.61887600369758,22.020503212800907,27.39391082854213,-77.9794967871991,2678.964357463046,2536.3009399414063,2393.637522419767,11.249723191360356,59.79208941033369,12434506,1826626.4,0,Neutral,Neutral
2025-10-15,ADANIENT.NS,Conglomerate,2533.8671809672105,2560.2552859492885,2526.1706706833984,2531.668212890625,759772,0.0063,-2.2,-0.09,2542.96796875,2404.6248291015627,,2515.5157516422937,2501.5852955168007,31.435850468387343,41.232142420101184,-9.79629195171384,23.784689100934163,54.61571997802975,34.527924037643864,27.119205905125522,-65.47207596235613,2670.921161590063,2542.96796875,2415.0147759099373,10.063295677527428,58.691246305973316,13194278,1826966.05,0,Neutral,Neutral
2025-10-16,ADANIENT.NS,Conglomerate,2543.6627031386624,2578.5470076936936,2539.7642997440025,2556.45703125,1020102,0.0098,12.79,0.5,2550.744494628906,2408.503095703125,,2519.414921128742,2505.649868534075,30.97679826108424,39.1810735882978,-8.204275327213558,22.70028645064136,57.633784128914485,58.88432009897926,38.477582449808004,-41.11567990102074,2660.8869392552565,2550.744494628906,2440.6020500025556,8.63610172310688,57.84749977005155,14214380,1852253.45,0,Neutral,Neutral
2025-10-17,ADANIENT.NS,Conglomerate,2558.8558581973275,2576.0481221882887,2541.963508933551,2548.260498046875,682968,-0.0032,-10.6,-0.41,2558.111193847656,2412.9251171875,,2522.162118930469,2508.8062114609493,29.610275526781606,37.26691397599456,-7.656638449212956,21.69334113251233,56.30058510945073,53.23679465656326,48.883012931062126,-46.76320534343674,2644.287951984326,2558.111193847656,2471.9344357109862,6.737530279678838,56.150150733243414,13531412,1851215.35,0,Neutral,Neutral
2025-10-20,ADANIENT.NS,Conglomerate,2560.155478278593,2577.8475198567253,2535.966341361543,2546.96142578125,747349,-0.0005,-13.19,-0.52,2559.3156616210936,2417.87890625,,2524.523957678163,2511.6325236328234,28.098569323140964,35.433245045423845,-7.334675722282881,20.610467262024176,56.079170017688554,52.34171578726068,54.820943514267725,-47.65828421273932,2644.1515913475887,2559.3156616210936,2474.4797318945984,6.6295792268749905,55.13093843052476,12784063,1490326.05,0,Neutral,Neutral
2025-10-21,ADANIENT.NS,Conglomerate,2553.7580192137502,2560.854943563004,2541.1637970577553,2548.76025390625,101019,0.0007,-5.0,-0.2,2555.3374267578124,2423.8782177734374,,2526.832176366552,2514.3827258752995,26.737468765324138,33.694089789403904,-6.956621024079766,19.60494152514232,56.33524454798683,53.581133398428015,53.05321461408398,-46.418866601571985,2634.1007207442485,2555.3374267578124,2476.5741327713763,6.164610055930673,52.59952472157646,12885082,1144227.75,0,Neutral,Neutral
2025-10-23,ADANIENT.NS,Conglomerate,2558.7559059326,2576.6480530013264,2539.7643968629645,2544.662353515625,852445,-0.0016,-14.09,-0.55,2548.8103515625,2431.2289306640623,,2528.5302884759876,2516.625661256064,25.039480903790718,31.96316801228127,-6.923687108490551,19.038491734506493,55.54079855709177,45.87450004433587,50.59911641000818,-54.12549995566413,2605.2235134565954,2548.8103515625,2492.3971896684043,4.426626866099513,51.476962679918266,12032637,906348.9,0,Neutral,Neutral
2025-10-24,ADANIENT.NS,Conglomerate,2553.6582947433294,2553.6582947433294,2496.5837154323494,2503.080810546875,473765,-0.0163,-50.58,-1.98,2543.0329345703126,2435.642958984375,,2526.106528673215,2515.6223389813094,20.106752161163968,29.59188484205781,-9.485132680893841,17.956613273655833,48.12469078611949,14.383133531947605,37.946255658237156,-85.6168664680524,2592.955233163452,2543.0329345703126,2493.1106359771734,3.926201498571972,51.87679243927982,11558872,843997.9,0,Neutral,Neutral
2025-10-27,ADANIENT.NS,Conglomerate,2503.080842969023,2513.476341705826,2485.988631249864,2491.68603515625,478055,-0.0046,-11.39,-0.46,2538.8548095703127,2439.733134765625,,2522.828386433504,2513.8492794387125,15.10395693664941,26.69429926097613,-11.59034232432672,17.195886657333325,46.30022038311511,5.753414129226241,22.003682568503233,-94.24658587077376,2591.220263969421,2538.8548095703127,2486.4893551712044,4.125123989108373,50.13471515475714,11080817,793416.55,0,Neutral,Neutral
2025-10-28,ADANIENT.NS,Conglomerate,2493.8849857229015,2514.8756008331943,2477.992189037716,2493.28515625,626988,0.0006,-0.6,-0.02,2536.390905761719,2444.017216796875,,2520.0147454636462,2512.3260110543633,11.13982837863523,23.58340508450795,-12.443576705872722,16.675309135844696,46.606149195325486,15.20858713355652,11.781711598243447,-84.79141286644348,2592.3411131541015,2536.390905761719,2480.440698369336,4.411796877625215,49.18819348623723,11707805,772875.55,0,Neutral,Neutral
